vertices;density;time;
20;25;4.1191;
40;25;38.6279;
60;25;153.9;
80;25;442.696;
100;25;1010.12;
20;50;10.383;
40;50;109.539;
60;50;486.647;
80;50;1468.55;
100;50;3441.41;
20;75;20.4415;
40;75;231.998;
60;75;987.447;
80;75;3109.89;
100;75;7613.98;
20;99;28.1622;
40;99;342.254;
60;99;1636.85;
80;99;5208.16;
100;99;13170.1;
