vertices;density;time;
10;25;0.2166;
20;25;0.652822;
30;25;1.96397;
40;25;4.7795;
50;25;9.47768;
10;50;0.215048;
20;50;1.13252;
30;50;3.92481;
40;50;9.49909;
50;50;19.7338;
10;75;0.264373;
20;75;1.80793;
30;75;5.87908;
40;75;15.1917;
50;75;32.9008;
10;99;0.31349;
20;99;2.18653;
30;99;7.92042;
40;99;20.6152;
50;99;45.2195;
