vertices;density;time;
10;25;0.3812;
20;25;1.34024;
30;25;3.66663;
40;25;5.43347;
50;25;8.80644;
10;50;0.617181;
20;50;2.50586;
30;50;6.09855;
40;50;11.9127;
50;50;20.0218;
10;75;0.832802;
20;75;4.23468;
30;75;10.0994;
40;75;20.3854;
50;75;39.733;
10;99;1.16197;
20;99;6.97942;
30;99;15.7809;
40;99;31.4812;
50;99;57.9509;
