vertices;density;time;
10;25;0.4839;
20;25;3.2287;
30;25;11.1659;
40;25;30.0109;
50;25;64.0354;
10;50;1.0103;
20;50;8.1487;
30;50;31.9258;
40;50;91.2805;
50;50;209.445;
10;75;1.5735;
20;75;14.9112;
30;75;63.0787;
40;75;186.832;
50;75;439.145;
10;99;2.3274;
20;99;23.9212;
30;99;104.715;
40;99;304.49;
50;99;739.345;
